,parameter,rmse,model
49,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 8.0, 'learning_rate': 0.05405659756775336, 'num_leaves': 30, 'min_gain_to_split': 1.6765526346611712, 'subsample': 0.6635714092032502, 'colsample_bytree': 0.8166902979810318, 'colsample_bynode': 0.5690651363885039, 'reg_lambda': 0.2879385166204081, 'reg_alpha': 8.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",311.1827254126259,LGB
50,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 6.0, 'learning_rate': 0.034858817037830656, 'num_leaves': 60, 'min_gain_to_split': 1.11216817613378, 'subsample': 0.7068749292509742, 'colsample_bytree': 0.8246180550530703, 'colsample_bynode': 0.5702693487859002, 'reg_lambda': 0.21287166017917306, 'reg_alpha': 8.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",306.0862361363171,LGB
51,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 6.0, 'learning_rate': 0.0327311085541352, 'num_leaves': 50, 'min_gain_to_split': 1.563127678292247, 'subsample': 0.7253001022780906, 'colsample_bytree': 0.8377097763027617, 'colsample_bynode': 0.5386491437836914, 'reg_lambda': 0.13782170840994318, 'reg_alpha': 2.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",308.72813646126116,LGB
52,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 6.0, 'learning_rate': 0.03824856775521354, 'num_leaves': 50, 'min_gain_to_split': 2.360531837975932, 'subsample': 0.739505930435054, 'colsample_bytree': 0.8258753224883439, 'colsample_bynode': 0.5893624793465111, 'reg_lambda': 0.23145717203627988, 'reg_alpha': 2.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",310.3727108476686,LGB
53,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 4, 'min_child_weight': 7.0, 'learning_rate': 0.03184189550441032, 'num_leaves': 80, 'min_gain_to_split': 1.7191706683656531, 'subsample': 0.7401340030411278, 'colsample_bytree': 0.8676168826884545, 'colsample_bynode': 0.6031344979301626, 'reg_lambda': 0.14610260298801542, 'reg_alpha': 12.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",311.22841205960435,LGB
54,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 2, 'min_child_weight': 7.0, 'learning_rate': 0.03152096635564273, 'num_leaves': 60, 'min_gain_to_split': 2.4234526757610104, 'subsample': 0.7089483853920419, 'colsample_bytree': 0.8250772518849379, 'colsample_bynode': 0.586229417870858, 'reg_lambda': 0.2454831229068145, 'reg_alpha': 10.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",307.5960381892181,LGB
55,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.03242302375454045, 'num_leaves': 40, 'min_gain_to_split': 2.242988750292503, 'subsample': 0.7356453458141728, 'colsample_bytree': 0.8033795880143375, 'colsample_bynode': 0.5962210464095986, 'reg_lambda': 0.31421163162065546, 'reg_alpha': 14.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",310.9931853070833,LGB
56,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 6.0, 'learning_rate': 0.027677066807055006, 'num_leaves': 80, 'min_gain_to_split': 0.6380072696788781, 'subsample': 0.6767960905727344, 'colsample_bytree': 0.8080061906475109, 'colsample_bynode': 0.6004075414262235, 'reg_lambda': 0.18547554491445473, 'reg_alpha': 10.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",310.97866189018924,LGB
57,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 4, 'min_child_weight': 7.0, 'learning_rate': 0.05357114523377668, 'num_leaves': 60, 'min_gain_to_split': 1.9456606368916227, 'subsample': 0.6952242809850605, 'colsample_bytree': 0.8160694764694315, 'colsample_bynode': 0.5882049110876961, 'reg_lambda': 0.2819172500099411, 'reg_alpha': 10.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",308.3851182185904,LGB
58,"{'boosting': 'gbdt', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 8.0, 'learning_rate': 0.062230733861733244, 'num_leaves': 80, 'min_gain_to_split': 2.1585632579710223, 'subsample': 0.6626003777912333, 'colsample_bytree': 0.8203204687218223, 'colsample_bynode': 0.5998240314226888, 'reg_lambda': 0.390041706053692, 'reg_alpha': 17.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",335.0480046816412,LGB
59,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.03969436433845047, 'num_leaves': 50, 'min_gain_to_split': 2.533084354978632, 'subsample': 0.7106967667335065, 'colsample_bytree': 0.8544543460155206, 'colsample_bynode': 0.6035530097717445, 'reg_lambda': 0.28958770227236497, 'reg_alpha': 3.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",302.164147701613,LGB
60,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.03405038038242715, 'num_leaves': 40, 'min_gain_to_split': 2.677588886077819, 'subsample': 0.7343405964140867, 'colsample_bytree': 0.8318867498854045, 'colsample_bynode': 0.575053000447859, 'reg_lambda': 0.33896613702281025, 'reg_alpha': 7.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",310.8717139952788,LGB
61,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 6.0, 'learning_rate': 0.033793378314210656, 'num_leaves': 40, 'min_gain_to_split': 0.8698696862395985, 'subsample': 0.726504578594559, 'colsample_bytree': 0.8292416841304372, 'colsample_bynode': 0.5605645030452461, 'reg_lambda': 0.2344711936783174, 'reg_alpha': 13.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",305.9235265313912,LGB
62,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 6.0, 'learning_rate': 0.02673948859303876, 'num_leaves': 50, 'min_gain_to_split': 1.6903296024950167, 'subsample': 0.7218870061920059, 'colsample_bytree': 0.8008713875111949, 'colsample_bynode': 0.5694486594432843, 'reg_lambda': 0.2200433785352366, 'reg_alpha': 15.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",308.05493879167307,LGB
63,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 4, 'min_child_weight': 7.0, 'learning_rate': 0.042384623813297904, 'num_leaves': 50, 'min_gain_to_split': 2.4489935011768447, 'subsample': 0.7115456958128847, 'colsample_bytree': 0.8572050875785947, 'colsample_bynode': 0.6077123395921599, 'reg_lambda': 0.31971700094655325, 'reg_alpha': 11.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",313.2131964629448,LGB
64,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.03680849212874346, 'num_leaves': 40, 'min_gain_to_split': 2.213445774070548, 'subsample': 0.7314450446056378, 'colsample_bytree': 0.8647466766792465, 'colsample_bynode': 0.6265911290046764, 'reg_lambda': 0.326401189511384, 'reg_alpha': 13.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",314.93218238951863,LGB
65,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 6.0, 'learning_rate': 0.038153383956355286, 'num_leaves': 60, 'min_gain_to_split': 2.0559126566618526, 'subsample': 0.6978080074136181, 'colsample_bytree': 0.8287029912144962, 'colsample_bynode': 0.6091146691162291, 'reg_lambda': 0.3437228878789456, 'reg_alpha': 5.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",306.7619695502181,LGB
66,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.041316841304366574, 'num_leaves': 40, 'min_gain_to_split': 3.1126802880979856, 'subsample': 0.7036104095994443, 'colsample_bytree': 0.8804089230710831, 'colsample_bynode': 0.580524892065974, 'reg_lambda': 0.30588432558321277, 'reg_alpha': 5.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",310.6329155388969,LGB
67,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.03169294448806406, 'num_leaves': 50, 'min_gain_to_split': 2.687029363472368, 'subsample': 0.6999877397136564, 'colsample_bytree': 0.8494532302025372, 'colsample_bynode': 0.6214020637147939, 'reg_lambda': 0.2739588054323594, 'reg_alpha': 8.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",310.0499440128172,LGB
68,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.04240025192865655, 'num_leaves': 60, 'min_gain_to_split': 2.0483195409754624, 'subsample': 0.6846147271847781, 'colsample_bytree': 0.8522692442630083, 'colsample_bynode': 0.6118509808986247, 'reg_lambda': 0.3416481555471248, 'reg_alpha': 12.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",312.5795852824791,LGB
69,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 4, 'min_child_weight': 7.0, 'learning_rate': 0.04085141139928024, 'num_leaves': 60, 'min_gain_to_split': 2.8377801923074486, 'subsample': 0.6954178981567762, 'colsample_bytree': 0.8574101154410773, 'colsample_bynode': 0.6206228366609088, 'reg_lambda': 0.25489550463300004, 'reg_alpha': 11.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",314.61174726311515,LGB
70,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.04204640693374128, 'num_leaves': 40, 'min_gain_to_split': 2.2868890797691095, 'subsample': 0.6776706411661638, 'colsample_bytree': 0.8257825265147808, 'colsample_bynode': 0.5702029237392955, 'reg_lambda': 0.299743744155409, 'reg_alpha': 14.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",304.2903643988541,LGB
71,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 6.0, 'learning_rate': 0.04577165443738775, 'num_leaves': 60, 'min_gain_to_split': 0.6314199180361219, 'subsample': 0.6988836560550765, 'colsample_bytree': 0.8110932902331608, 'colsample_bynode': 0.582293759499262, 'reg_lambda': 0.16363146799922873, 'reg_alpha': 2.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",307.92197554608106,LGB
72,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.030286649137209336, 'num_leaves': 40, 'min_gain_to_split': 2.216404566031138, 'subsample': 0.6937593863742688, 'colsample_bytree': 0.8423228834542154, 'colsample_bynode': 0.5797775144008599, 'reg_lambda': 0.22999095484075632, 'reg_alpha': 7.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",309.8741643777521,LGB
73,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.05236738109146757, 'num_leaves': 50, 'min_gain_to_split': 2.7025999658437523, 'subsample': 0.6783426016960349, 'colsample_bytree': 0.8272596210307507, 'colsample_bynode': 0.5578371678012823, 'reg_lambda': 0.32463400588033164, 'reg_alpha': 20.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",313.945610654988,LGB
74,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.03906560558285821, 'num_leaves': 70, 'min_gain_to_split': 2.8287057774599336, 'subsample': 0.6920352963249027, 'colsample_bytree': 0.8481826141932598, 'colsample_bynode': 0.584197356484223, 'reg_lambda': 0.29511297797301755, 'reg_alpha': 9.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",307.27028911238847,LGB
75,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.04667775623415922, 'num_leaves': 60, 'min_gain_to_split': 2.772249131805826, 'subsample': 0.7317017049532044, 'colsample_bytree': 0.8245683938222984, 'colsample_bynode': 0.6214124279520992, 'reg_lambda': 0.2503349202079609, 'reg_alpha': 3.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",312.7784705747177,LGB
76,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.04078000364017727, 'num_leaves': 60, 'min_gain_to_split': 2.1540167337843945, 'subsample': 0.6982028945297025, 'colsample_bytree': 0.8432589534734677, 'colsample_bynode': 0.6094323440775867, 'reg_lambda': 0.23861433775465618, 'reg_alpha': 7.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",312.4576684568547,LGB
77,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.04607625435382113, 'num_leaves': 50, 'min_gain_to_split': 2.1202955637190732, 'subsample': 0.6894579008628601, 'colsample_bytree': 0.8112466781538662, 'colsample_bynode': 0.6019047145218396, 'reg_lambda': 0.27612173807020823, 'reg_alpha': 4.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",306.1433497620367,LGB
78,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.04981703305014939, 'num_leaves': 60, 'min_gain_to_split': 2.677643607962226, 'subsample': 0.6993680543771802, 'colsample_bytree': 0.8186937015880901, 'colsample_bynode': 0.5965840156696783, 'reg_lambda': 0.2803884618954277, 'reg_alpha': 3.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",307.58514432124906,LGB
79,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 6.0, 'learning_rate': 0.02962150178437391, 'num_leaves': 50, 'min_gain_to_split': 0.6068335216233461, 'subsample': 0.709694676647337, 'colsample_bytree': 0.8146621686673522, 'colsample_bynode': 0.5797840091510954, 'reg_lambda': 0.21492143906275282, 'reg_alpha': 13.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",309.4492595939477,LGB
80,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.04072701686747095, 'num_leaves': 40, 'min_gain_to_split': 2.94367691066932, 'subsample': 0.7242626954646086, 'colsample_bytree': 0.8406307823639747, 'colsample_bynode': 0.583758008332742, 'reg_lambda': 0.24012818845209005, 'reg_alpha': 9.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",310.2864344471509,LGB
81,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.03430469677897761, 'num_leaves': 50, 'min_gain_to_split': 2.341455682794429, 'subsample': 0.6965898308873852, 'colsample_bytree': 0.8474679152911968, 'colsample_bynode': 0.6033551189579797, 'reg_lambda': 0.2988616308288855, 'reg_alpha': 5.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",310.75267389695614,LGB
82,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.03432865081032034, 'num_leaves': 40, 'min_gain_to_split': 2.6757167398623847, 'subsample': 0.6932835335012704, 'colsample_bytree': 0.8631938068573882, 'colsample_bynode': 0.5914048112424125, 'reg_lambda': 0.29573393346553933, 'reg_alpha': 2.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",306.736594587014,LGB
83,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.04170630663778808, 'num_leaves': 70, 'min_gain_to_split': 2.5892063243059993, 'subsample': 0.7091224136922474, 'colsample_bytree': 0.8470453997574859, 'colsample_bynode': 0.6209314982422411, 'reg_lambda': 0.27064492588715766, 'reg_alpha': 5.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",306.3285636680287,LGB
84,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.032001012788062874, 'num_leaves': 60, 'min_gain_to_split': 2.951324576034418, 'subsample': 0.7183537674704525, 'colsample_bytree': 0.8737946581562538, 'colsample_bynode': 0.6084334108243241, 'reg_lambda': 0.32284619934319714, 'reg_alpha': 6.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",310.2490457105675,LGB
85,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 6.0, 'learning_rate': 0.03520152545576179, 'num_leaves': 50, 'min_gain_to_split': 1.0381138880029315, 'subsample': 0.7104714604210831, 'colsample_bytree': 0.8159462571622869, 'colsample_bynode': 0.539676757887483, 'reg_lambda': 0.2101599395911766, 'reg_alpha': 12.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",307.05855687047847,LGB
86,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.030573220648624132, 'num_leaves': 50, 'min_gain_to_split': 2.163560756526151, 'subsample': 0.6887147405314865, 'colsample_bytree': 0.8428677523747687, 'colsample_bynode': 0.6142072702164547, 'reg_lambda': 0.24720428300415823, 'reg_alpha': 7.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",310.80626761170066,LGB
87,"{'boosting': 'gbdt', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.030637109570454776, 'num_leaves': 60, 'min_gain_to_split': 2.202148191012696, 'subsample': 0.7222114507639518, 'colsample_bytree': 0.8393408460275075, 'colsample_bynode': 0.5984347770027854, 'reg_lambda': 0.32634968786181767, 'reg_alpha': 9.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",317.23334325835964,LGB
88,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.04259660791417005, 'num_leaves': 60, 'min_gain_to_split': 2.4056302735302886, 'subsample': 0.6921512664448766, 'colsample_bytree': 0.8355841341887696, 'colsample_bynode': 0.6230454934123921, 'reg_lambda': 0.3008719511892204, 'reg_alpha': 2.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",314.1480447184133,LGB
89,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.03392351838672217, 'num_leaves': 60, 'min_gain_to_split': 1.8216230028840261, 'subsample': 0.7074306044668099, 'colsample_bytree': 0.8459766954276046, 'colsample_bynode': 0.6153596065479829, 'reg_lambda': 0.2502213620818432, 'reg_alpha': 3.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",307.19167822448526,LGB
90,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.04893507223902314, 'num_leaves': 60, 'min_gain_to_split': 2.520975728406052, 'subsample': 0.7155545809638156, 'colsample_bytree': 0.862840076121045, 'colsample_bynode': 0.6081560917400292, 'reg_lambda': 0.3139830791649073, 'reg_alpha': 9.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",309.6854364309071,LGB
91,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.0465926202030184, 'num_leaves': 60, 'min_gain_to_split': 2.4307310935556394, 'subsample': 0.7290905377682166, 'colsample_bytree': 0.8505068943020665, 'colsample_bynode': 0.6079600362887553, 'reg_lambda': 0.30446614500807423, 'reg_alpha': 4.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",314.7346253294279,LGB
92,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 6.0, 'learning_rate': 0.03205369920007002, 'num_leaves': 50, 'min_gain_to_split': 0.6592347969254229, 'subsample': 0.738851995364016, 'colsample_bytree': 0.816848820839609, 'colsample_bynode': 0.5626931704226691, 'reg_lambda': 0.22897032230900147, 'reg_alpha': 14.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",308.99486306490456,LGB
93,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.034440561841273205, 'num_leaves': 50, 'min_gain_to_split': 1.9532682882104089, 'subsample': 0.7096570577313579, 'colsample_bytree': 0.8276683711855861, 'colsample_bynode': 0.5970920619622918, 'reg_lambda': 0.30003694502138634, 'reg_alpha': 3.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",304.66053928084256,LGB
94,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.03958935410394793, 'num_leaves': 60, 'min_gain_to_split': 2.02062502044562, 'subsample': 0.716377518977386, 'colsample_bytree': 0.8375774759714526, 'colsample_bynode': 0.6048478696895894, 'reg_lambda': 0.24958309474239232, 'reg_alpha': 4.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",307.83275410359374,LGB
95,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.04208591594114003, 'num_leaves': 40, 'min_gain_to_split': 2.428093430246842, 'subsample': 0.6937810462576957, 'colsample_bytree': 0.8516251924139716, 'colsample_bynode': 0.6155415119960959, 'reg_lambda': 0.27940715627386165, 'reg_alpha': 4.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",311.2204964827014,LGB
96,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.04149806272704075, 'num_leaves': 40, 'min_gain_to_split': 2.337868897500495, 'subsample': 0.6941769468808567, 'colsample_bytree': 0.8447580880993871, 'colsample_bynode': 0.5856180230622018, 'reg_lambda': 0.31393244876367377, 'reg_alpha': 5.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",311.62928419258947,LGB
97,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.035377943801767314, 'num_leaves': 60, 'min_gain_to_split': 2.406323164940091, 'subsample': 0.7027027237373644, 'colsample_bytree': 0.8255010846327994, 'colsample_bynode': 0.5801554927537087, 'reg_lambda': 0.3336734214312108, 'reg_alpha': 6.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",309.6098371655331,LGB
98,"{'boosting': 'gbdt', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 7.0, 'learning_rate': 0.046833602591040226, 'num_leaves': 40, 'min_gain_to_split': 2.110714420974444, 'subsample': 0.7264762763833271, 'colsample_bytree': 0.8646116320071533, 'colsample_bynode': 0.6030163094398231, 'reg_lambda': 0.2567749851901835, 'reg_alpha': 3.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",326.9637925879531,LGB
99,"{'boosting': 'dart', 'objective': 'rmse', 'max_depth': 3, 'min_child_weight': 6.0, 'learning_rate': 0.03716654991790504, 'num_leaves': 50, 'min_gain_to_split': 0.8350848704033407, 'subsample': 0.7006669284259828, 'colsample_bytree': 0.8364129415213699, 'colsample_bynode': 0.583479698118197, 'reg_lambda': 0.23602741426214757, 'reg_alpha': 7.0, 'bagging_freq': 1, 'force_col_wise': True, 'metric': 'rmse', 'verbose': -1}",308.37574591281896,LGB
