ts,value
2021-12-02 00:30:00,406592.0
2021-12-02 01:00:00,398848.0
2021-12-02 01:30:00,395200.0
2021-12-02 02:00:00,402688.0
2021-12-02 02:30:00,411072.0
2021-12-02 03:00:00,408704.0
2021-12-02 03:30:00,413120.0
2021-12-02 04:00:00,403840.0
2021-12-02 04:30:00,401408.0
2021-12-02 05:00:00,404608.0
2021-12-02 05:30:00,402048.0
2021-12-02 06:00:00,402176.0
2021-12-02 06:30:00,396608.0
2021-12-02 07:00:00,393664.0
2021-12-02 07:30:00,397952.0
2021-12-02 08:00:00,394624.0
2021-12-02 08:30:00,396352.0
2021-12-02 09:00:00,400576.0
2021-12-02 09:30:00,394240.0
2021-12-02 10:00:00,401216.0
2021-12-02 10:30:00,395840.0
2021-12-02 11:00:00,396800.0
2021-12-02 11:30:00,371200.0
2021-12-02 12:00:00,361472.0
2021-12-02 12:30:00,371456.0
2021-12-02 13:00:00,368640.0
2021-12-02 13:30:00,326400.0
2021-12-02 14:00:00,313088.0
2021-12-02 14:30:00,290816.0
2021-12-02 15:00:00,297728.0
2021-12-02 15:30:00,293888.0
2021-12-02 16:00:00,290304.0
2021-12-02 16:30:00,286976.0
2021-12-02 17:00:00,284160.0
2021-12-02 17:30:00,278272.0
2021-12-02 18:00:00,274176.0
2021-12-02 18:30:00,275456.0
2021-12-02 19:00:00,278016.0
2021-12-02 19:30:00,268288.0
2021-12-02 20:00:00,267776.0
2021-12-02 20:30:00,267008.0
2021-12-02 21:00:00,265216.0
2021-12-02 21:30:00,265216.0
2021-12-02 22:00:00,263680.0
2021-12-02 22:30:00,280064.0
2021-12-02 23:00:00,284416.0
2021-12-02 23:30:00,354496.0
2021-12-03 00:00:00,373376.0
2021-12-03 00:30:00,394560.0
2021-12-03 01:00:00,389568.0
2021-12-03 01:30:00,395520.0
2021-12-03 02:00:00,400384.0
2021-12-03 02:30:00,399744.0
2021-12-03 03:00:00,404544.0
2021-12-03 03:30:00,395264.0
2021-12-03 04:00:00,391040.0
2021-12-03 04:30:00,391872.0
2021-12-03 05:00:00,379008.0
2021-12-03 05:30:00,386304.0
2021-12-03 06:00:00,396992.0
2021-12-03 06:30:00,389824.0
2021-12-03 07:00:00,397312.0
2021-12-03 07:30:00,404736.0
2021-12-03 08:00:00,396160.0
2021-12-03 08:30:00,407104.0
2021-12-03 09:00:00,398912.0
2021-12-03 09:30:00,398016.0
2021-12-03 10:00:00,395392.0
2021-12-03 10:30:00,392384.0
2021-12-03 11:00:00,396352.0
2021-12-03 11:30:00,372736.0
2021-12-03 12:00:00,358400.0
2021-12-03 12:30:00,372224.0
2021-12-03 13:00:00,369664.0
2021-12-03 13:30:00,336896.0
2021-12-03 14:00:00,315392.0
2021-12-03 14:30:00,292864.0
2021-12-03 15:00:00,287488.0
2021-12-03 15:30:00,293632.0
2021-12-03 16:00:00,286720.0
2021-12-03 16:30:00,273152.0
2021-12-03 17:00:00,279296.0
2021-12-03 17:30:00,279296.0
2021-12-03 18:00:00,279552.0
2021-12-03 18:30:00,274176.0
2021-12-03 19:00:00,270848.0
2021-12-03 19:30:00,276224.0
2021-12-03 20:00:00,277248.0
2021-12-03 20:30:00,275456.0
2021-12-03 21:00:00,270848.0
2021-12-03 21:30:00,279296.0
2021-12-03 22:00:00,281344.0
2021-12-03 22:30:00,289024.0
2021-12-03 23:00:00,297472.0
2021-12-03 23:30:00,348288.0
2021-12-04 00:00:00,351616.0
2021-12-04 00:30:00,360960.0
2021-12-04 01:00:00,358720.0
2021-12-04 01:30:00,365504.0
2021-12-04 02:00:00,357888.0
2021-12-04 02:30:00,381952.0
2021-12-04 03:00:00,372096.0
2021-12-04 03:30:00,371904.0
2021-12-04 04:00:00,381248.0
2021-12-04 04:30:00,337984.0
2021-12-04 05:00:00,341568.0
2021-12-04 05:30:00,325120.0
2021-12-04 06:00:00,323264.0
2021-12-04 06:30:00,321792.0
2021-12-04 07:00:00,-204544.0
2021-12-04 07:30:00,820928.0
2021-12-04 08:00:00,316288.0
2021-12-04 08:30:00,309888.0
2021-12-04 09:00:00,309056.0
2021-12-04 09:30:00,305472.0
2021-12-04 10:00:00,302528.0
2021-12-04 10:30:00,297216.0
2021-12-04 11:00:00,296064.0
2021-12-04 11:30:00,301824.0
2021-12-04 12:00:00,297216.0
2021-12-04 12:30:00,303872.0
2021-12-04 13:00:00,300544.0
2021-12-04 13:30:00,295424.0
2021-12-04 14:00:00,287488.0
2021-12-04 14:30:00,280832.0
2021-12-04 15:00:00,281344.0
2021-12-04 15:30:00,279552.0
2021-12-04 16:00:00,271104.0
2021-12-04 16:30:00,269056.0
2021-12-04 17:00:00,271616.0
2021-12-04 17:30:00,266240.0
2021-12-04 18:00:00,264704.0
2021-12-04 18:30:00,268800.0
2021-12-04 19:00:00,268544.0
2021-12-04 19:30:00,263424.0
2021-12-04 20:00:00,270592.0
2021-12-04 20:30:00,269056.0
2021-12-04 21:00:00,268544.0
2021-12-04 21:30:00,266240.0
2021-12-04 22:00:00,268800.0
2021-12-04 22:30:00,272640.0
2021-12-04 23:00:00,280320.0
2021-12-04 23:30:00,300096.0
2021-12-05 00:00:00,299904.0
2021-12-05 00:30:00,303872.0
2021-12-05 01:00:00,298752.0
2021-12-05 01:30:00,300736.0
2021-12-05 02:00:00,305024.0
2021-12-05 02:30:00,310528.0
2021-12-05 03:00:00,315136.0
2021-12-05 03:30:00,311168.0
2021-12-05 04:00:00,315008.0
2021-12-05 04:30:00,320960.0
2021-12-05 05:00:00,309632.0
2021-12-05 05:30:00,311168.0
2021-12-05 06:00:00,312512.0
2021-12-05 06:30:00,312128.0
2021-12-05 07:00:00,310016.0
2021-12-05 07:30:00,306560.0
2021-12-05 08:00:00,304256.0
2021-12-05 08:30:00,301632.0
2021-12-05 09:00:00,294592.0
2021-12-05 09:30:00,300928.0
2021-12-05 10:00:00,297856.0
2021-12-05 10:30:00,297408.0
2021-12-05 11:00:00,307840.0
2021-12-05 11:30:00,311808.0
2021-12-05 12:00:00,304640.0
2021-12-05 12:30:00,307712.0
2021-12-05 13:00:00,307456.0
2021-12-05 13:30:00,293888.0
2021-12-05 14:00:00,-335168.0
2021-12-05 14:30:00,891712.0
2021-12-05 15:00:00,276224.0
2021-12-05 15:30:00,282624.0
2021-12-05 16:00:00,278272.0
2021-12-05 16:30:00,268288.0
2021-12-05 17:00:00,271872.0
2021-12-05 17:30:00,276480.0
2021-12-05 18:00:00,268800.0
2021-12-05 18:30:00,269312.0
2021-12-05 19:00:00,267776.0
2021-12-05 19:30:00,277504.0
2021-12-05 20:00:00,270848.0
2021-12-05 20:30:00,268032.0
2021-12-05 21:00:00,264960.0
2021-12-05 21:30:00,271360.0
2021-12-05 22:00:00,269824.0
2021-12-05 22:30:00,281856.0
2021-12-05 23:00:00,299520.0
2021-12-05 23:30:00,372224.0
2021-12-06 00:00:00,397120.0
2021-12-06 00:30:00,399808.0
2021-12-06 01:00:00,414592.0
2021-12-06 01:30:00,412672.0
2021-12-06 02:00:00,315776.0
2021-12-06 02:30:00,515520.0
2021-12-06 03:00:00,403712.0
2021-12-06 03:30:00,408256.0
2021-12-06 04:00:00,413824.0
2021-12-06 04:30:00,403584.0
2021-12-06 05:00:00,400256.0
2021-12-06 05:30:00,407744.0
2021-12-06 06:00:00,406528.0
2021-12-06 06:30:00,403520.0
2021-12-06 07:00:00,404864.0
2021-12-06 07:30:00,402368.0
2021-12-06 08:00:00,404672.0
2021-12-06 08:30:00,398976.0
2021-12-06 09:00:00,407744.0
2021-12-06 09:30:00,410752.0
2021-12-06 10:00:00,398208.0
2021-12-06 10:30:00,391104.0
2021-12-06 11:00:00,397504.0
2021-12-06 11:30:00,356608.0
2021-12-06 12:00:00,353536.0
2021-12-06 12:30:00,363776.0
2021-12-06 13:00:00,367360.0
2021-12-06 13:30:00,325120.0
2021-12-06 14:00:00,310784.0
2021-12-06 14:30:00,287488.0
2021-12-06 15:00:00,297216.0
2021-12-06 15:30:00,295424.0
2021-12-06 16:00:00,294912.0
2021-12-06 16:30:00,282368.0
2021-12-06 17:00:00,285440.0
2021-12-06 17:30:00,280320.0
2021-12-06 18:00:00,277248.0
2021-12-06 18:30:00,270080.0
2021-12-06 19:00:00,273152.0
2021-12-06 19:30:00,278272.0
2021-12-06 20:00:00,271104.0
2021-12-06 20:30:00,273152.0
2021-12-06 21:00:00,275968.0
2021-12-06 21:30:00,278528.0
2021-12-06 22:00:00,-335680.0
2021-12-06 22:30:00,896832.0
2021-12-06 23:00:00,306752.0
2021-12-06 23:30:00,376320.0
2021-12-07 00:00:00,395584.0
2021-12-07 00:30:00,402944.0
2021-12-07 01:00:00,409216.0
2021-12-07 01:30:00,408832.0
2021-12-07 02:00:00,416576.0
2021-12-07 02:30:00,425472.0
2021-12-07 03:00:00,412544.0
2021-12-07 03:30:00,417536.0
2021-12-07 04:00:00,420480.0
2021-12-07 04:30:00,416064.0
2021-12-07 05:00:00,420352.0
2021-12-07 05:30:00,417472.0
2021-12-07 06:00:00,423488.0
2021-12-07 06:30:00,427712.0
2021-12-07 07:00:00,416576.0
2021-12-07 07:30:00,412864.0
2021-12-07 08:00:00,411904.0
2021-12-07 08:30:00,411840.0
2021-12-07 09:00:00,418816.0
2021-12-07 09:30:00,407552.0
2021-12-07 10:00:00,402240.0
2021-12-07 10:30:00,413184.0
2021-12-07 11:00:00,403968.0
2021-12-07 11:30:00,363008.0
2021-12-07 12:00:00,356608.0
2021-12-07 12:30:00,358912.0
2021-12-07 13:00:00,363008.0
2021-12-07 13:30:00,315904.0
2021-12-07 14:00:00,296448.0
2021-12-07 14:30:00,277248.0
2021-12-07 15:00:00,280576.0
2021-12-07 15:30:00,280576.0
2021-12-07 16:00:00,278272.0
2021-12-07 16:30:00,271104.0
2021-12-07 17:00:00,268032.0
2021-12-07 17:30:00,268288.0
2021-12-07 18:00:00,264704.0
2021-12-07 18:30:00,265984.0
2021-12-07 19:00:00,257792.0
2021-12-07 19:30:00,262912.0
2021-12-07 20:00:00,256768.0
2021-12-07 20:30:00,257792.0
2021-12-07 21:00:00,260864.0
2021-12-07 21:30:00,264960.0
2021-12-07 22:00:00,263936.0
2021-12-07 22:30:00,278784.0
2021-12-07 23:00:00,296704.0
2021-12-07 23:30:00,369280.0
2021-12-08 00:00:00,385280.0
2021-12-08 00:30:00,392064.0
2021-12-08 01:00:00,407360.0
2021-12-08 01:30:00,401472.0
2021-12-08 02:00:00,400320.0
2021-12-08 02:30:00,419648.0
2021-12-08 03:00:00,405952.0
2021-12-08 03:30:00,409792.0
2021-12-08 04:00:00,407232.0
2021-12-08 04:30:00,402176.0
2021-12-08 05:00:00,412736.0
2021-12-08 05:30:00,405184.0
2021-12-08 06:00:00,404544.0
2021-12-08 06:30:00,409280.0
2021-12-08 07:00:00,399616.0
2021-12-08 07:30:00,404416.0
2021-12-08 08:00:00,403456.0
2021-12-08 08:30:00,397056.0
2021-12-08 09:00:00,402880.0
2021-12-08 09:30:00,390528.0
2021-12-08 10:00:00,389824.0
2021-12-08 10:30:00,400448.0
2021-12-08 11:00:00,404800.0
2021-12-08 11:30:00,369152.0
2021-12-08 12:00:00,354304.0
2021-12-08 12:30:00,365056.0
2021-12-08 13:00:00,370176.0
2021-12-08 13:30:00,330240.0
2021-12-08 14:00:00,318208.0
2021-12-08 14:30:00,298752.0
2021-12-08 15:00:00,303104.0
2021-12-08 15:30:00,299008.0
2021-12-08 16:00:00,299520.0
2021-12-08 16:30:00,288768.0
2021-12-08 17:00:00,289536.0
2021-12-08 17:30:00,287744.0
2021-12-08 18:00:00,280064.0
2021-12-08 18:30:00,280320.0
2021-12-08 19:00:00,283392.0
2021-12-08 19:30:00,282368.0
2021-12-08 20:00:00,276224.0
2021-12-08 20:30:00,282368.0
2021-12-08 21:00:00,282368.0
2021-12-08 21:30:00,278272.0
2021-12-08 22:00:00,275200.0
2021-12-08 22:30:00,296192.0
2021-12-08 23:00:00,303104.0
2021-12-08 23:30:00,384000.0
2021-12-09 00:00:00,401920.0
2021-12-09 00:30:00,407488.0
2021-12-09 01:00:00,405824.0
2021-12-09 01:30:00,402560.0
2021-12-09 02:00:00,408512.0
2021-12-09 02:30:00,414208.0
2021-12-09 03:00:00,410368.0
2021-12-09 03:30:00,414720.0
2021-12-09 04:00:00,416704.0
2021-12-09 04:30:00,424640.0
2021-12-09 05:00:00,423744.0
2021-12-09 05:30:00,417408.0
2021-12-09 06:00:00,424064.0
2021-12-09 06:30:00,414848.0
2021-12-09 07:00:00,416704.0
2021-12-09 07:30:00,413952.0
2021-12-09 08:00:00,411968.0
2021-12-09 08:30:00,414528.0
2021-12-09 09:00:00,407552.0
2021-12-09 09:30:00,398528.0
2021-12-09 10:00:00,403776.0
2021-12-09 10:30:00,395264.0
2021-12-09 11:00:00,399360.0
2021-12-09 11:30:00,362496.0
2021-12-09 12:00:00,354048.0
2021-12-09 12:30:00,362240.0
2021-12-09 13:00:00,363520.0
2021-12-09 13:30:00,331008.0
2021-12-09 14:00:00,317952.0
2021-12-09 14:30:00,293888.0
2021-12-09 15:00:00,289792.0
2021-12-09 15:30:00,289536.0
2021-12-09 16:00:00,296960.0
2021-12-09 16:30:00,284160.0
2021-12-09 17:00:00,280576.0
2021-12-09 17:30:00,274944.0
2021-12-09 18:00:00,278272.0
2021-12-09 18:30:00,278272.0
2021-12-09 19:00:00,274432.0
2021-12-09 19:30:00,275968.0
2021-12-09 20:00:00,283392.0
2021-12-09 20:30:00,280320.0
2021-12-09 21:00:00,276224.0
2021-12-09 21:30:00,279296.0
2021-12-09 22:00:00,282368.0
2021-12-09 22:30:00,300544.0
2021-12-09 23:00:00,313088.0
2021-12-09 23:30:00,379072.0
2021-12-10 00:00:00,395584.0
2021-12-10 00:30:00,409920.0
2021-12-10 01:00:00,406016.0
2021-12-10 01:30:00,400192.0
2021-12-10 02:00:00,410560.0
2021-12-10 02:30:00,415168.0
2021-12-10 03:00:00,417280.0
2021-12-10 03:30:00,416064.0
2021-12-10 04:00:00,419072.0
2021-12-10 04:30:00,417408.0
2021-12-10 05:00:00,423744.0
2021-12-10 05:30:00,419072.0
2021-12-10 06:00:00,414272.0
2021-12-10 06:30:00,418816.0
2021-12-10 07:00:00,417216.0
2021-12-10 07:30:00,414464.0
2021-12-10 08:00:00,401152.0
2021-12-10 08:30:00,400064.0
2021-12-10 09:00:00,404864.0
2021-12-10 09:30:00,401152.0
2021-12-10 10:00:00,400384.0
2021-12-10 10:30:00,397312.0
2021-12-10 11:00:00,408064.0
2021-12-10 11:30:00,379392.0
2021-12-10 12:00:00,363008.0
2021-12-10 12:30:00,373248.0
2021-12-10 13:00:00,371968.0
2021-12-10 13:30:00,334592.0
2021-12-10 14:00:00,314112.0
2021-12-10 14:30:00,293376.0
2021-12-10 15:00:00,295680.0
2021-12-10 15:30:00,293376.0
2021-12-10 16:00:00,289280.0
2021-12-10 16:30:00,277504.0
2021-12-10 17:00:00,282880.0
2021-12-10 17:30:00,277760.0
2021-12-10 18:00:00,279808.0
2021-12-10 18:30:00,272640.0
2021-12-10 19:00:00,269312.0
2021-12-10 19:30:00,272640.0
2021-12-10 20:00:00,269568.0
2021-12-10 20:30:00,268544.0
2021-12-10 21:00:00,272384.0
2021-12-10 21:30:00,274432.0
2021-12-10 22:00:00,274944.0
2021-12-10 22:30:00,287488.0
2021-12-10 23:00:00,302336.0
2021-12-10 23:30:00,347328.0
2021-12-11 00:00:00,352064.0
2021-12-11 00:30:00,356480.0
2021-12-11 01:00:00,361536.0
2021-12-11 01:30:00,363072.0
2021-12-11 02:00:00,362496.0
2021-12-11 02:30:00,369536.0
2021-12-11 03:00:00,377856.0
2021-12-11 03:30:00,379520.0
2021-12-11 04:00:00,372352.0
2021-12-11 04:30:00,341056.0
2021-12-11 05:00:00,340864.0
2021-12-11 05:30:00,331328.0
2021-12-11 06:00:00,324864.0
2021-12-11 06:30:00,315456.0
2021-12-11 07:00:00,311552.0
2021-12-11 07:30:00,312256.0
2021-12-11 08:00:00,306432.0
2021-12-11 08:30:00,306752.0
2021-12-11 09:00:00,306880.0
2021-12-11 09:30:00,309888.0
2021-12-11 10:00:00,310528.0
2021-12-11 10:30:00,285440.0
2021-12-11 11:00:00,299840.0
2021-12-11 11:30:00,300800.0
2021-12-11 12:00:00,296192.0
2021-12-11 12:30:00,300544.0
2021-12-11 13:00:00,291840.0
2021-12-11 13:30:00,292096.0
2021-12-11 14:00:00,277504.0
2021-12-11 14:30:00,273920.0
2021-12-11 15:00:00,275712.0
2021-12-11 15:30:00,274688.0
2021-12-11 16:00:00,271872.0
2021-12-11 16:30:00,265984.0
2021-12-11 17:00:00,264704.0
2021-12-11 17:30:00,266496.0
2021-12-11 18:00:00,266752.0
2021-12-11 18:30:00,258560.0
2021-12-11 19:00:00,265984.0
2021-12-11 19:30:00,264960.0
2021-12-11 20:00:00,264960.0
2021-12-11 20:30:00,270848.0
2021-12-11 21:00:00,263936.0
2021-12-11 21:30:00,265984.0
2021-12-11 22:00:00,263936.0
2021-12-11 22:30:00,270592.0
2021-12-11 23:00:00,280576.0
2021-12-11 23:30:00,298176.0
2021-12-12 00:00:00,295936.0
2021-12-12 00:30:00,298496.0
2021-12-12 01:00:00,299968.0
2021-12-12 01:30:00,300416.0
2021-12-12 02:00:00,300160.0
2021-12-12 02:30:00,304000.0
2021-12-12 03:00:00,305792.0
2021-12-12 03:30:00,312768.0
2021-12-12 04:00:00,313664.0
2021-12-12 04:30:00,317248.0
2021-12-12 05:00:00,319552.0
2021-12-12 05:30:00,316416.0
2021-12-12 06:00:00,311744.0
2021-12-12 06:30:00,310784.0
2021-12-12 07:00:00,312192.0
2021-12-12 07:30:00,316864.0
2021-12-12 08:00:00,306368.0
2021-12-12 08:30:00,299200.0
2021-12-12 09:00:00,301888.0
2021-12-12 09:30:00,299264.0
2021-12-12 10:00:00,297024.0
2021-12-12 10:30:00,301184.0
2021-12-12 11:00:00,319040.0
2021-12-12 11:30:00,312320.0
2021-12-12 12:00:00,315648.0
2021-12-12 12:30:00,310016.0
2021-12-12 13:00:00,312576.0
2021-12-12 13:30:00,294912.0
2021-12-12 14:00:00,284672.0
2021-12-12 14:30:00,278784.0
2021-12-12 15:00:00,274688.0
2021-12-12 15:30:00,273152.0
2021-12-12 16:00:00,276736.0
2021-12-12 16:30:00,268288.0
2021-12-12 17:00:00,272128.0
2021-12-12 17:30:00,278528.0
2021-12-12 18:00:00,268544.0
2021-12-12 18:30:00,264192.0
2021-12-12 19:00:00,263424.0
2021-12-12 19:30:00,267776.0
2021-12-12 20:00:00,264448.0
2021-12-12 20:30:00,264448.0
2021-12-12 21:00:00,262400.0
2021-12-12 21:30:00,267264.0
2021-12-12 22:00:00,275456.0
2021-12-12 22:30:00,285184.0
2021-12-12 23:00:00,295168.0
2021-12-12 23:30:00,365504.0
2021-12-13 00:00:00,389120.0
2021-12-13 00:30:00,392128.0
2021-12-13 01:00:00,399360.0
2021-12-13 01:30:00,391104.0
2021-12-13 02:00:00,405376.0
2021-12-13 02:30:00,415296.0
2021-12-13 03:00:00,411456.0
2021-12-13 03:30:00,410688.0
2021-12-13 04:00:00,410304.0
2021-12-13 04:30:00,409664.0
2021-12-13 05:00:00,416896.0
2021-12-13 05:30:00,421120.0
2021-12-13 06:00:00,416448.0
2021-12-13 06:30:00,412864.0
2021-12-13 07:00:00,417728.0
2021-12-13 07:30:00,408000.0
2021-12-13 08:00:00,408384.0
2021-12-13 08:30:00,405312.0
2021-12-13 09:00:00,407040.0
2021-12-13 09:30:00,413952.0
2021-12-13 10:00:00,406464.0
2021-12-13 10:30:00,393600.0
2021-12-13 11:00:00,404032.0
2021-12-13 11:30:00,373248.0
2021-12-13 12:00:00,363264.0
2021-12-13 12:30:00,374528.0
2021-12-13 13:00:00,367616.0
2021-12-13 13:30:00,332288.0
2021-12-13 14:00:00,313856.0
2021-12-13 14:30:00,296192.0
2021-12-13 15:00:00,286976.0
2021-12-13 15:30:00,289792.0
2021-12-13 16:00:00,293120.0
2021-12-13 16:30:00,279296.0
2021-12-13 17:00:00,283904.0
2021-12-13 17:30:00,278528.0
2021-12-13 18:00:00,285696.0
2021-12-13 18:30:00,278528.0
2021-12-13 19:00:00,274176.0
2021-12-13 19:30:00,284928.0
2021-12-13 20:00:00,276224.0
2021-12-13 20:30:00,283904.0
2021-12-13 21:00:00,274176.0
2021-12-13 21:30:00,280832.0
2021-12-13 22:00:00,279296.0
2021-12-13 22:30:00,298496.0
2021-12-13 23:00:00,318720.0
2021-12-13 23:30:00,378560.0
2021-12-14 00:00:00,392128.0
2021-12-14 00:30:00,397824.0
2021-12-14 01:00:00,410368.0
2021-12-14 01:30:00,409408.0
2021-12-14 02:00:00,407680.0
2021-12-14 02:30:00,404608.0
2021-12-14 03:00:00,422272.0
2021-12-14 03:30:00,423872.0
2021-12-14 04:00:00,420160.0
2021-12-14 04:30:00,421056.0
2021-12-14 05:00:00,421696.0
2021-12-14 05:30:00,417984.0
2021-12-14 06:00:00,415424.0
2021-12-14 06:30:00,409216.0
2021-12-14 07:00:00,406656.0
2021-12-14 07:30:00,409536.0
2021-12-14 08:00:00,411968.0
2021-12-14 08:30:00,409024.0
2021-12-14 09:00:00,409024.0
2021-12-14 09:30:00,404608.0
2021-12-14 10:00:00,410112.0
2021-12-14 10:30:00,407360.0
2021-12-14 11:00:00,402432.0
2021-12-14 11:30:00,372480.0
2021-12-14 12:00:00,358144.0
2021-12-14 12:30:00,359936.0
2021-12-14 13:00:00,368128.0
2021-12-14 13:30:00,331776.0
2021-12-14 14:00:00,314624.0
2021-12-14 14:30:00,302080.0
2021-12-14 15:00:00,301824.0
2021-12-14 15:30:00,300032.0
2021-12-14 16:00:00,302080.0
2021-12-14 16:30:00,288000.0
2021-12-14 17:00:00,289536.0
2021-12-14 17:30:00,281856.0
2021-12-14 18:00:00,286720.0
2021-12-14 18:30:00,284928.0
2021-12-14 19:00:00,284672.0
2021-12-14 19:30:00,280576.0
2021-12-14 20:00:00,277504.0
2021-12-14 20:30:00,278528.0
2021-12-14 21:00:00,282112.0
2021-12-14 21:30:00,278272.0
2021-12-14 22:00:00,279040.0
2021-12-14 22:30:00,293376.0
2021-12-14 23:00:00,308224.0
2021-12-14 23:30:00,372224.0
2021-12-15 00:00:00,390144.0
2021-12-15 00:30:00,393792.0
2021-12-15 01:00:00,393408.0
2021-12-15 01:30:00,394048.0
2021-12-15 02:00:00,400768.0
2021-12-15 02:30:00,406080.0
2021-12-15 03:00:00,406912.0
2021-12-15 03:30:00,409728.0
2021-12-15 04:00:00,416192.0
2021-12-15 04:30:00,419520.0
2021-12-15 05:00:00,415232.0
2021-12-15 05:30:00,413312.0
2021-12-15 06:00:00,422464.0
2021-12-15 06:30:00,422528.0
2021-12-15 07:00:00,421120.0
2021-12-15 07:30:00,417664.0
2021-12-15 08:00:00,421120.0
2021-12-15 08:30:00,418752.0
2021-12-15 09:00:00,422976.0
2021-12-15 09:30:00,413120.0
2021-12-15 10:00:00,414144.0
2021-12-15 10:30:00,408832.0
2021-12-15 11:00:00,405760.0
2021-12-15 11:30:00,378624.0
2021-12-15 12:00:00,367872.0
2021-12-15 12:30:00,372992.0
2021-12-15 13:00:00,366592.0
2021-12-15 13:30:00,326656.0
2021-12-15 14:00:00,309760.0
2021-12-15 14:30:00,301312.0
2021-12-15 15:00:00,301312.0
2021-12-15 15:30:00,295936.0
2021-12-15 16:00:00,293888.0
2021-12-15 16:30:00,292608.0
2021-12-15 17:00:00,289792.0
2021-12-15 17:30:00,289792.0
2021-12-15 18:00:00,286720.0
2021-12-15 18:30:00,281600.0
2021-12-15 19:00:00,284672.0
2021-12-15 19:30:00,278272.0
2021-12-15 20:00:00,283648.0
2021-12-15 20:30:00,280832.0
2021-12-15 21:00:00,277248.0
2021-12-15 21:30:00,281600.0
2021-12-15 22:00:00,277248.0
2021-12-15 22:30:00,299776.0
2021-12-15 23:00:00,314368.0
2021-12-15 23:30:00,384960.0
2021-12-16 00:00:00,396480.0
2021-12-16 00:30:00,402304.0
2021-12-16 01:00:00,412672.0
2021-12-16 01:30:00,417536.0
2021-12-16 02:00:00,421824.0
2021-12-16 02:30:00,423936.0
2021-12-16 03:00:00,423488.0
2021-12-16 03:30:00,424768.0
2021-12-16 04:00:00,425472.0
2021-12-16 04:30:00,417920.0
2021-12-16 05:00:00,419072.0
2021-12-16 05:30:00,418752.0
2021-12-16 06:00:00,427712.0
2021-12-16 06:30:00,414848.0
2021-12-16 07:00:00,418432.0
2021-12-16 07:30:00,414528.0
2021-12-16 08:00:00,418624.0
2021-12-16 08:30:00,413056.0
2021-12-16 09:00:00,409472.0
2021-12-16 09:30:00,409344.0
2021-12-16 10:00:00,407232.0
2021-12-16 10:30:00,411712.0
2021-12-16 11:00:00,410368.0
2021-12-16 11:30:00,373248.0
2021-12-16 12:00:00,366592.0
2021-12-16 12:30:00,371200.0
2021-12-16 13:00:00,370944.0
2021-12-16 13:30:00,330496.0
2021-12-16 14:00:00,318208.0
2021-12-16 14:30:00,295680.0
2021-12-16 15:00:00,296960.0
2021-12-16 15:30:00,292864.0
2021-12-16 16:00:00,297984.0
2021-12-16 16:30:00,293120.0
2021-12-16 17:00:00,287488.0
2021-12-16 17:30:00,296960.0
2021-12-16 18:00:00,287744.0
2021-12-16 18:30:00,285696.0
2021-12-16 19:00:00,288768.0
2021-12-16 19:30:00,283392.0
2021-12-16 20:00:00,280832.0
2021-12-16 20:30:00,276224.0
2021-12-16 21:00:00,277760.0
2021-12-16 21:30:00,272384.0
2021-12-16 22:00:00,265216.0
2021-12-16 22:30:00,270592.0
2021-12-16 23:00:00,294912.0
